City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,mahriz,31.5917,54.4318,28.28,18,6,2.58,IR,1727793422
366,tsiombe,-25.3,45.4833,26.25,63,2,5.01,MG,1727793424
367,kralupy nad vltavou,50.2411,14.3115,17.02,77,40,1.54,CZ,1727793425
368,coyuca de catalan,18.3333,-100.65,23.91,94,98,0.29,MX,1727793426
369,pul-e 'alam,33.9953,69.0227,21.29,15,3,2.42,AF,1727793427
370,mount isa,-20.7333,139.5,24.87,23,1,6.17,AU,1727793429
371,campbellsville,37.3434,-85.3419,20.58,95,75,1.34,US,1727793430
372,ruidoso,33.3317,-105.673,15.31,43,0,2.06,US,1727793255
373,cabo san lucas,22.8909,-109.9124,25.34,78,7,2.06,MX,1727793432
374,richards bay,-28.783,32.0377,17.77,55,0,5.63,ZA,1727793434
375,nikolayevsk-on-amure,53.1406,140.73,1.01,88,2,1.45,RU,1727793435
376,puerto deseado,-47.7503,-65.8938,8.94,35,100,7.94,AR,1727793436
377,tamanrasset,22.785,5.5228,30.95,18,0,1.54,DZ,1727793437
378,shenjiamen,29.9576,122.298,22.73,68,100,13.08,CN,1727793438
379,valandovo,41.3169,22.5611,20.66,24,3,6.06,MK,1727793440
380,lhokseumawe,5.1801,97.1507,27.06,83,99,1.55,ID,1727793441
381,diffa,13.3154,12.6113,37.75,19,10,7.92,NE,1727793442
382,la'ie,21.6477,-157.9253,25.25,81,4,2.68,US,1727793443
383,la ronge,55.1001,-105.2842,5.14,70,75,3.09,CA,1727793445
384,tromso,69.6496,18.957,5.01,60,40,9.26,NO,1727793446
385,charlestown,-32.95,151.6667,17.07,88,36,0.45,AU,1727793447
386,khovd,48.0056,91.6419,8.04,32,5,0.43,MN,1727793448
387,tocoa,15.6833,-86.0,28.79,62,99,0.23,HN,1727793450
388,luancheng,37.8792,114.6517,12.09,39,27,1.54,CN,1727793451
389,jiayuguan,39.8167,98.3,10.73,13,0,0.56,CN,1727793453
390,mata-utu,-13.2816,-176.1745,27.18,78,5,5.72,WF,1727793258
391,neftcala,39.3742,49.2472,21.5,66,1,5.02,AZ,1727793456
392,kiffa,16.6166,-11.4045,34.86,42,100,6.6,MR,1727793291
393,havre,49.5833,0.3333,17.41,67,75,6.69,FR,1727793458
394,grudki,53.0949,23.6685,9.47,67,100,1.88,PL,1727793459
395,mission,26.2159,-98.3253,26.65,78,0,1.54,US,1727793461
396,bogale,16.2833,95.4,24.0,97,100,3.46,MM,1727793462
397,uturoa,-16.7333,-151.4333,26.19,77,80,3.2,PF,1727793463
398,broome,42.2506,-75.833,18.59,72,75,4.12,US,1727793464
399,masterton,-40.9597,175.6575,13.94,92,95,1.51,NZ,1727793240
400,brookings,44.3114,-96.7984,10.59,68,45,1.79,US,1727793467
401,ca mau,9.1769,105.15,26.01,90,100,1.84,VN,1727793468
402,pacifica,37.6138,-122.4869,22.34,63,0,0.0,US,1727793469
403,safaga,26.7292,33.9365,29.73,55,0,5.52,EG,1727793470
404,juticalpa,14.65,-86.2,29.08,81,90,0.73,HN,1727793472
405,akobo,7.4344,3.9497,28.26,75,89,1.3,NG,1727793473
406,fale old settlement,-9.3852,-171.2468,26.96,75,100,3.08,TK,1727793474
407,rikaze,29.25,88.8833,15.54,48,13,0.96,CN,1727793475
408,alice springs,-23.7,133.8833,11.75,47,0,0.0,AU,1727793477
409,sao joao da barra,-21.6403,-41.0511,30.05,68,0,9.41,BR,1727793480
410,bandundu,-3.3167,17.3667,31.82,49,93,2.07,CD,1727793481
411,kavieng,-2.5744,150.7967,28.48,77,98,7.75,PG,1727793482
412,mahina,-17.5065,-149.489,23.87,78,99,1.03,PF,1727793484
413,hudson,40.7168,-74.0663,19.52,76,40,6.69,US,1727793485
414,acarau,-2.8856,-40.12,31.45,53,29,8.04,BR,1727793486
415,parambu,-6.2111,-40.6944,33.93,24,88,3.63,BR,1727793487
416,turuntayevo,52.2,107.6167,6.05,93,100,1.74,RU,1727793489
417,mantua,45.1667,10.7833,19.58,85,100,1.76,IT,1727793490
418,collie,-33.3667,116.15,12.41,85,34,3.75,AU,1727793491
419,winnemucca,40.973,-117.7357,0.03,55,0,3.6,US,1727793493
420,batangafo,7.3008,18.2833,29.41,74,24,1.42,CF,1727793494
421,tlahualilo de zaragoza,26.1167,-103.45,23.72,42,0,0.54,MX,1727793495
422,lander,42.833,-108.7307,2.22,47,0,0.0,US,1727793496
423,manhush,47.0558,37.3107,20.67,41,20,4.7,UA,1727793499
424,calca,-13.3333,-71.95,17.64,47,29,2.11,PE,1727793501
425,mejit,10.2753,170.8646,28.64,79,99,7.84,MH,1727793502
426,tanjung selor,2.8372,117.3642,24.48,95,82,0.59,ID,1727793503
427,watampone,-4.5386,120.3279,25.67,84,96,2.62,ID,1727793504
428,osogbo,7.7667,4.5667,27.99,75,74,1.39,NG,1727793505
429,vila velha,-20.3297,-40.2925,28.97,68,40,5.66,BR,1727793507
430,savanna-la-mar,18.219,-78.1332,31.07,61,30,0.47,JM,1727793508
431,aleksandrov gay,50.147,48.5704,19.4,23,1,4.62,RU,1727793510
432,pemangkat,1.1667,108.9667,26.46,81,100,1.82,ID,1727793512
433,awjilah,29.1081,21.2869,28.47,30,0,6.21,LY,1727793513
434,paradip garh,20.3167,86.6167,28.81,84,99,3.65,IN,1727793514
435,melekeok village,7.4957,134.6367,26.31,89,75,0.0,PW,1727793515
436,zafferana etnea,37.6822,15.108,23.99,63,9,0.45,IT,1727793518
437,lerwick,60.1545,-1.1494,13.0,76,3,2.61,GB,1727793519
438,pechora,65.1472,57.2244,4.7,65,62,6.57,RU,1727793520
439,sidi ifni,29.3797,-10.173,32.86,70,12,1.54,MA,1727793521
440,qarqaraly,49.4058,75.4742,12.43,29,0,2.75,KZ,1727793523
441,san buenaventura,27.0833,-101.5333,25.82,43,0,1.46,MX,1727793524
442,inari,68.906,27.0288,7.76,60,27,7.81,FI,1727793525
443,arkhangel'sk,64.5401,40.5433,9.06,53,0,3.0,RU,1727793526
444,castelli,-25.9468,-60.6195,39.45,23,1,4.08,AR,1727793528
445,sechura,-5.5569,-80.8222,21.6,68,100,5.5,PE,1727793529
446,cozumel,20.5083,-86.9458,28.04,94,75,3.6,MX,1727793530
447,phuthaditjhaba,-28.5242,28.8158,15.5,16,0,3.54,ZA,1727793531
448,labasa,-16.4167,179.3833,23.75,92,49,2.35,FJ,1727793533
449,altamont,42.2068,-121.7372,4.38,64,0,0.0,US,1727793534
450,bernal,-5.45,-80.75,23.32,60,100,5.34,PE,1727793535
451,kapa'a,22.0752,-159.319,23.39,89,22,4.33,US,1727793536
452,neryungri,56.6709,124.6491,-1.26,96,96,1.55,RU,1727793304
453,patterson,37.4716,-121.1297,20.51,24,0,1.21,US,1727793539
454,ain sukhna,29.6002,32.3167,29.77,39,0,4.71,EG,1727793540
455,kondopoga,62.2057,34.2614,8.82,66,15,1.56,RU,1727793541
456,hwange,-18.3693,26.5019,36.84,10,74,1.56,ZW,1727793543
457,katsuura,35.1333,140.3,24.7,87,89,6.54,JP,1727793544
458,shelui,-4.3667,34.2,30.67,32,86,0.9,TZ,1727793545
459,humaita,-7.5061,-63.0208,36.19,37,87,1.36,BR,1727793546
460,azadshahr,34.7909,48.5707,25.27,19,40,3.09,IR,1727793548
461,timmins,48.4669,-81.3331,10.9,93,100,4.12,CA,1727793549
462,sao paulo de olivenca,-3.3783,-68.8725,33.75,48,81,0.64,BR,1727793550
463,faya-largeau,17.9257,19.1043,38.53,14,33,6.87,TD,1727793551
464,tadine,-21.55,167.8833,21.65,83,0,6.3,NC,1727793553
465,jaguaribe,-5.8906,-38.6219,35.39,27,50,3.28,BR,1727793554
466,sosnovka,56.255,51.2842,10.14,52,8,2.48,RU,1727793555
467,ceeldheer,3.8488,47.1806,25.73,78,89,5.29,SO,1727793556
468,ocotal,13.6321,-86.4752,24.26,85,97,0.55,NI,1727793558
469,ad dabbah,18.05,30.95,40.76,11,24,6.66,SD,1727793559
470,kiama,-34.6833,150.8667,17.22,85,90,3.84,AU,1727793560
471,kattivakkam,13.2167,80.3167,30.08,86,3,5.75,IN,1727793561
472,bengkulu,-3.8004,102.2655,25.28,88,50,1.41,ID,1727793563
473,pesqueira,-8.3578,-36.6964,31.02,27,75,4.62,BR,1727793532
474,bamboo flat,11.7,92.7167,27.9,82,100,3.37,IN,1727793565
475,vila franca do campo,37.7167,-25.4333,25.23,83,100,6.03,PT,1727793566
476,suva,-18.1416,178.4415,23.71,100,75,1.03,FJ,1727793567
477,okeho,8.0333,3.35,27.17,74,99,1.33,NG,1727793569
478,mujiayingzi,42.1167,118.7833,5.08,48,6,3.87,CN,1727793550
479,aracataca,10.5918,-74.1898,31.34,56,6,2.83,CO,1727793571
480,florence,43.7667,11.25,20.05,90,75,1.54,IT,1727793330
481,baiti,13.745,-14.7482,32.62,56,37,1.18,SN,1727793574
482,abilene,32.4487,-99.7331,23.85,68,0,0.0,US,1727793575
483,prestea,5.4327,-2.1428,27.51,78,100,2.88,GH,1727793576
484,buckeye,33.3703,-112.5838,32.14,32,6,1.39,US,1727793577
485,sisimiut,66.9395,-53.6735,5.1,76,58,1.16,GL,1727793579
486,constitucion,-35.3333,-72.4167,13.63,72,7,3.97,CL,1727793580
487,dhanwar,24.4167,85.9833,26.84,77,13,2.35,IN,1727793581
488,tommot,58.9564,126.2925,3.6,97,100,4.05,RU,1727793582
489,ulety,51.3572,112.4849,3.02,75,9,4.35,RU,1727793584
490,kalymnos,36.95,26.9833,22.74,46,20,8.75,GR,1727793585
491,uglegorsk,49.0833,142.0333,8.65,92,100,2.74,RU,1727793586
492,buckie,57.6757,-2.9624,13.84,85,15,6.98,GB,1727793587
493,luanda,-8.8368,13.2343,28.0,65,75,5.66,AO,1727793349
494,boa vista,2.8197,-60.6733,29.99,62,40,1.54,BR,1727793590
495,saint-philippe,-21.3585,55.7679,24.77,78,39,5.31,RE,1727793591
496,forked river,39.8398,-74.1901,19.99,84,100,3.6,US,1727793595
497,nakamura,32.9833,132.9333,20.26,73,98,2.0,JP,1727793596
498,halden,59.1226,11.3871,13.24,78,99,3.34,NO,1727793597
499,new amsterdam,6.25,-57.5167,33.67,51,28,2.57,GY,1727793598
500,dillon,34.4166,-79.3712,26.01,79,100,2.19,US,1727793600
501,cidreira,-30.1811,-50.2056,22.43,79,100,4.91,BR,1727793601
502,evergreen,39.6333,-105.3172,11.98,30,44,0.92,US,1727793602
503,tralee,52.2704,-9.7026,15.14,72,75,1.54,IE,1727793604
504,selfoss,63.9331,-20.9971,7.8,93,100,4.41,IS,1727793605
505,champerico,14.3,-91.9167,24.3,92,100,3.16,GT,1727793606
506,jaguarari,-10.2639,-40.1958,28.07,39,100,5.93,BR,1727793607
507,panguipulli,-39.6333,-72.3333,8.06,47,56,1.78,CL,1727793609
508,fort-shevchenko,44.5086,50.263,18.54,46,0,3.94,KZ,1727793610
509,taco pozo,-25.6167,-63.2833,34.0,29,11,5.82,AR,1727793611
510,bernardino de campos,-23.0131,-49.4742,35.32,19,0,4.56,BR,1727793612
511,luderitz,-26.6481,15.1594,19.46,47,0,11.43,NA,1727793614
512,sernancelhe,40.921,-7.5123,25.73,67,84,4.32,PT,1727793615
513,dingzhou,38.5131,114.9956,12.06,34,78,2.28,CN,1727793616
514,kirensk,57.7853,108.1119,5.95,94,100,6.76,RU,1727793617
515,zeya,53.75,127.2667,3.48,64,97,0.75,RU,1727793618
516,yichun,47.7,128.9,1.45,67,9,1.1,CN,1727793620
517,dawson creek,55.7666,-120.2362,7.32,76,100,6.35,CA,1727793621
518,parczew,51.6402,22.9006,10.34,67,100,0.62,PL,1727793622
519,naze,28.3667,129.4833,26.51,83,99,4.51,JP,1727793572
520,peace river,56.2501,-117.286,4.81,100,100,0.48,CA,1727793625
521,canutama,-6.5339,-64.3831,37.0,37,96,0.77,BR,1727793626
522,suez,29.9737,32.5263,29.77,36,0,6.4,EG,1727793627
523,howrah,22.5892,88.3103,31.0,79,75,1.54,IN,1727793534
524,battle ground,45.7809,-122.5334,12.95,61,73,0.45,US,1727793630
525,bodaybo,57.8506,114.1933,4.02,91,100,2.64,RU,1727793631
526,bopolu,7.0667,-10.4875,26.77,86,100,1.58,LR,1727793632
527,cabedelo,-6.9811,-34.8339,29.37,61,87,6.28,BR,1727793633
528,utrik,11.2278,169.8474,28.22,80,100,7.44,MH,1727793634
529,markha,62.1053,129.7269,-0.02,93,100,2.0,RU,1727793636
530,zyryanovsk,49.7386,84.2719,11.86,40,5,0.39,KZ,1727793637
531,carolina beach,34.0352,-77.8936,27.81,72,66,3.52,US,1727793638
532,bonthe,7.5264,-12.505,27.01,79,99,3.69,SL,1727793639
533,itaituba,-4.2761,-55.9836,24.09,100,75,2.57,BR,1727793641
534,taoudenni,22.6783,-3.9836,43.24,11,39,4.83,ML,1727793642
535,mukalla,14.5425,49.1242,27.86,79,1,2.77,YE,1727793643
536,timbiqui,2.7717,-77.6654,26.67,80,91,1.35,CO,1727793644
537,prieska,-29.6641,22.7474,18.73,10,0,3.9,ZA,1727793646
538,teluknaga,-6.0989,106.6381,30.1,78,20,2.57,ID,1727793649
539,otaki,-40.7583,175.15,14.53,78,100,0.89,NZ,1727793651
540,paraiba do sul,-22.1619,-43.2928,29.67,32,1,2.84,BR,1727793652
541,ugbokpo,7.6565,7.8664,30.42,68,94,0.8,NG,1727793653
542,birao,10.2849,22.7882,24.54,86,100,2.96,CF,1727793654
543,inhambane,-23.865,35.3833,22.99,60,75,7.72,MZ,1727793657
544,inderbor,48.55,51.7833,21.05,21,36,4.75,KZ,1727793659
545,port shepstone,-30.7414,30.455,18.1,58,0,10.67,ZA,1727793660
546,pimentel,-6.8367,-79.9342,19.16,77,75,4.12,PE,1727793661
547,saint-pierre,-21.3393,55.4781,23.82,64,0,0.51,RE,1727793663
548,brak,27.5496,14.2714,31.66,18,0,4.23,LY,1727793665
549,vadso,70.0744,29.7487,8.49,61,75,9.77,NO,1727793666
550,santona,43.4439,-3.4576,24.56,83,92,3.87,ES,1727793667
551,floro,61.5996,5.0328,16.04,55,0,4.12,NO,1727793668
552,partenit,44.578,34.3446,17.91,76,90,3.8,UA,1727793670
553,martapura,-3.4167,114.85,26.05,94,40,1.54,ID,1727793671
554,pacific grove,36.6177,-121.9166,22.43,34,0,0.92,US,1727793672
555,san julian,21.0167,-102.1667,16.22,62,40,2.59,MX,1727793673
556,smithers,54.7804,-127.1743,4.18,93,75,1.03,CA,1727793675
557,kizhinga,51.8462,109.9097,2.88,84,15,4.22,RU,1727793676
558,laminusa,5.5549,120.9136,28.66,75,90,3.46,PH,1727793677
559,paita,-5.0892,-81.1144,20.06,76,100,5.59,PE,1727793678
560,illizi,26.4833,8.4667,34.89,15,0,4.29,DZ,1727793680
561,ermoupolis,37.4423,24.9425,24.5,44,0,3.6,GR,1727793681
562,kegen,43.0197,79.2203,9.04,59,0,1.32,KZ,1727793682
563,yung shue wan,22.2333,114.1167,28.71,66,100,0.45,HK,1727793683
564,pisco,-13.7,-76.2167,18.34,88,75,3.6,PE,1727793685
